,Gene,Paper_ID,Classification,EC_numbers,Reaction_Group,Title,Organism
1842,DPP1,7881,Negative,['3.1.3.4'],SBPP1;SBPP1er_1,Efficient production of lycopene in Saccharomyces cerevisiae by enzyme engineering and increasing membrane flexibility and NAPDH production.,['Saccharomyces cerevisiae']
1843,DPP1,7881,Negative,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Efficient production of lycopene in Saccharomyces cerevisiae by enzyme engineering and increasing membrane flexibility and NAPDH production.,['Saccharomyces cerevisiae']
1844,DPP1,8882,Negative,['3.1.3.4'],PAPA120;PAPA120pp_1,Alpha-Terpineol production from an engineered Saccharomyces cerevisiae cell factory.,['Saccharomyces cerevisiae']
1845,DPP1,8882,Negative,['3.1.3.4'],PAPA141;PAPA141pp_1,Alpha-Terpineol production from an engineered Saccharomyces cerevisiae cell factory.,['Saccharomyces cerevisiae']
1846,DPP1,8882,Negative,['3.1.3.4'],PAPA160;PAPA160pp_1,Alpha-Terpineol production from an engineered Saccharomyces cerevisiae cell factory.,['Saccharomyces cerevisiae']
1847,DPP1,8882,Negative,['3.1.3.4'],PAPA161;PAPA161pp_1,Alpha-Terpineol production from an engineered Saccharomyces cerevisiae cell factory.,['Saccharomyces cerevisiae']
1848,DPP1,8882,Negative,['3.1.3.4'],PAPA181;PAPA181pp_1,Alpha-Terpineol production from an engineered Saccharomyces cerevisiae cell factory.,['Saccharomyces cerevisiae']
1849,DPP1,8882,Negative,['3.1.3.4'],AGLPH_cho_1,Alpha-Terpineol production from an engineered Saccharomyces cerevisiae cell factory.,['Saccharomyces cerevisiae']
1850,DPP1,8882,Negative,['3.1.3.4'],SBPP1;SBPP1er_1,Alpha-Terpineol production from an engineered Saccharomyces cerevisiae cell factory.,['Saccharomyces cerevisiae']
1851,DPP1,8882,Negative,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Alpha-Terpineol production from an engineered Saccharomyces cerevisiae cell factory.,['Saccharomyces cerevisiae']
1852,DPP1,9075,Negative,['3.1.3.4'],PAPA120;PAPA120pp_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1853,DPP1,9075,Negative,['3.1.3.4'],PAPA141;PAPA141pp_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1854,DPP1,9075,Negative,['3.1.3.4'],PAPA160;PAPA160pp_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1855,DPP1,9075,Negative,['3.1.3.4'],PAPA161;PAPA161pp_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1856,DPP1,9075,Negative,['3.1.3.4'],PAPA181;PAPA181pp_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1857,DPP1,9075,Negative,['3.1.3.4'],AGLPH_cho_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1858,DPP1,9075,Negative,['3.1.3.4'],SBPP1;SBPP1er_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1859,DPP1,9075,Negative,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1860,DPP1,9075,Positive,['3.1.3.4'],PAPA120;PAPA120pp_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1861,DPP1,9075,Positive,['3.1.3.4'],PAPA141;PAPA141pp_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1862,DPP1,9075,Positive,['3.1.3.4'],PAPA160;PAPA160pp_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1863,DPP1,9075,Positive,['3.1.3.4'],PAPA161;PAPA161pp_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1864,DPP1,9075,Positive,['3.1.3.4'],PAPA181;PAPA181pp_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1865,DPP1,9075,Positive,['3.1.3.4'],AGLPH_cho_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1866,DPP1,9075,Positive,['3.1.3.4'],SBPP1;SBPP1er_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1867,DPP1,9075,Positive,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Integration of a multi-step heterologous pathway in Saccharomyces cerevisiae for the production of abscisic acid.,['Saccharomyces cerevisiae']
1868,DPP1,10363,Negative,['3.1.3.4'],PAPA120;PAPA120pp_1,"Improved production of germacrene A, a direct precursor of ß-elemene, in engineered Saccharomyces cerevisiae by expressing a cyanobacterial germacrene A synthase.",['Saccharomyces cerevisiae']
1869,DPP1,10363,Negative,['3.1.3.4'],PAPA141;PAPA141pp_1,"Improved production of germacrene A, a direct precursor of ß-elemene, in engineered Saccharomyces cerevisiae by expressing a cyanobacterial germacrene A synthase.",['Saccharomyces cerevisiae']
1870,DPP1,10363,Negative,['3.1.3.4'],PAPA160;PAPA160pp_1,"Improved production of germacrene A, a direct precursor of ß-elemene, in engineered Saccharomyces cerevisiae by expressing a cyanobacterial germacrene A synthase.",['Saccharomyces cerevisiae']
1871,DPP1,10363,Negative,['3.1.3.4'],PAPA161;PAPA161pp_1,"Improved production of germacrene A, a direct precursor of ß-elemene, in engineered Saccharomyces cerevisiae by expressing a cyanobacterial germacrene A synthase.",['Saccharomyces cerevisiae']
1872,DPP1,10363,Negative,['3.1.3.4'],PAPA181;PAPA181pp_1,"Improved production of germacrene A, a direct precursor of ß-elemene, in engineered Saccharomyces cerevisiae by expressing a cyanobacterial germacrene A synthase.",['Saccharomyces cerevisiae']
1873,DPP1,10363,Negative,['3.1.3.4'],AGLPH_cho_1,"Improved production of germacrene A, a direct precursor of ß-elemene, in engineered Saccharomyces cerevisiae by expressing a cyanobacterial germacrene A synthase.",['Saccharomyces cerevisiae']
1874,DPP1,10363,Negative,['3.1.3.4'],SBPP1;SBPP1er_1,"Improved production of germacrene A, a direct precursor of ß-elemene, in engineered Saccharomyces cerevisiae by expressing a cyanobacterial germacrene A synthase.",['Saccharomyces cerevisiae']
1875,DPP1,10363,Negative,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,"Improved production of germacrene A, a direct precursor of ß-elemene, in engineered Saccharomyces cerevisiae by expressing a cyanobacterial germacrene A synthase.",['Saccharomyces cerevisiae']
1876,DPP1,11097,Negative,['3.1.3.4'],PAPA120;PAPA120pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1877,DPP1,11097,Negative,['3.1.3.4'],PAPA141;PAPA141pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1878,DPP1,11097,Negative,['3.1.3.4'],PAPA160;PAPA160pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1879,DPP1,11097,Negative,['3.1.3.4'],PAPA161;PAPA161pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1880,DPP1,11097,Negative,['3.1.3.4'],PAPA181;PAPA181pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1881,DPP1,11097,Negative,['3.1.3.4'],AGLPH_cho_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1882,DPP1,11097,Negative,['3.1.3.4'],SBPP1;SBPP1er_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1883,DPP1,11097,Negative,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1884,DPP1,11097,Positive,['3.1.3.4'],PAPA120;PAPA120pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1885,DPP1,11097,Positive,['3.1.3.4'],PAPA141;PAPA141pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1886,DPP1,11097,Positive,['3.1.3.4'],PAPA160;PAPA160pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1887,DPP1,11097,Positive,['3.1.3.4'],PAPA161;PAPA161pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1888,DPP1,11097,Positive,['3.1.3.4'],PAPA181;PAPA181pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1889,DPP1,11097,Positive,['3.1.3.4'],AGLPH_cho_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1890,DPP1,11097,Positive,['3.1.3.4'],SBPP1;SBPP1er_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1891,DPP1,11097,Positive,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1892,DPP1,11097,Other,['3.1.3.4'],PAPA120;PAPA120pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1893,DPP1,11097,Other,['3.1.3.4'],PAPA141;PAPA141pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1894,DPP1,11097,Other,['3.1.3.4'],PAPA160;PAPA160pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1895,DPP1,11097,Other,['3.1.3.4'],PAPA161;PAPA161pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1896,DPP1,11097,Other,['3.1.3.4'],PAPA181;PAPA181pp_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1897,DPP1,11097,Other,['3.1.3.4'],AGLPH_cho_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1898,DPP1,11097,Other,['3.1.3.4'],SBPP1;SBPP1er_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1899,DPP1,11097,Other,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Artificial Transcription Factors for Tuneable Gene Expression in <i>Komagataella pastoris</i>.,['Komagataella pastoris']
1900,DPP1,11498,Negative,['3.1.3.4'],PAPA120;PAPA120pp_1,Dual regulation of lipid droplet-triacylglycerol metabolism and ERG9 expression for improved β-carotene production in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1901,DPP1,11498,Negative,['3.1.3.4'],PAPA141;PAPA141pp_1,Dual regulation of lipid droplet-triacylglycerol metabolism and ERG9 expression for improved β-carotene production in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1902,DPP1,11498,Negative,['3.1.3.4'],PAPA160;PAPA160pp_1,Dual regulation of lipid droplet-triacylglycerol metabolism and ERG9 expression for improved β-carotene production in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1903,DPP1,11498,Negative,['3.1.3.4'],PAPA161;PAPA161pp_1,Dual regulation of lipid droplet-triacylglycerol metabolism and ERG9 expression for improved β-carotene production in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1904,DPP1,11498,Negative,['3.1.3.4'],PAPA181;PAPA181pp_1,Dual regulation of lipid droplet-triacylglycerol metabolism and ERG9 expression for improved β-carotene production in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1905,DPP1,11498,Negative,['3.1.3.4'],AGLPH_cho_1,Dual regulation of lipid droplet-triacylglycerol metabolism and ERG9 expression for improved β-carotene production in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1906,DPP1,11498,Negative,['3.1.3.4'],SBPP1;SBPP1er_1,Dual regulation of lipid droplet-triacylglycerol metabolism and ERG9 expression for improved β-carotene production in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1907,DPP1,11498,Negative,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Dual regulation of lipid droplet-triacylglycerol metabolism and ERG9 expression for improved β-carotene production in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1908,DPP1,11932,Negative,['3.1.3.4'],PAPA120;PAPA120pp_1,Identification of the sesquiterpene synthase AcTPS1 and high production of (-)-germacrene D in metabolically engineered Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1909,DPP1,11932,Negative,['3.1.3.4'],PAPA141;PAPA141pp_1,Identification of the sesquiterpene synthase AcTPS1 and high production of (-)-germacrene D in metabolically engineered Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1910,DPP1,11932,Negative,['3.1.3.4'],PAPA160;PAPA160pp_1,Identification of the sesquiterpene synthase AcTPS1 and high production of (-)-germacrene D in metabolically engineered Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1911,DPP1,11932,Negative,['3.1.3.4'],PAPA161;PAPA161pp_1,Identification of the sesquiterpene synthase AcTPS1 and high production of (-)-germacrene D in metabolically engineered Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1912,DPP1,11932,Negative,['3.1.3.4'],PAPA181;PAPA181pp_1,Identification of the sesquiterpene synthase AcTPS1 and high production of (-)-germacrene D in metabolically engineered Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1913,DPP1,11932,Negative,['3.1.3.4'],AGLPH_cho_1,Identification of the sesquiterpene synthase AcTPS1 and high production of (-)-germacrene D in metabolically engineered Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1914,DPP1,11932,Negative,['3.1.3.4'],SBPP1;SBPP1er_1,Identification of the sesquiterpene synthase AcTPS1 and high production of (-)-germacrene D in metabolically engineered Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1915,DPP1,11932,Negative,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Identification of the sesquiterpene synthase AcTPS1 and high production of (-)-germacrene D in metabolically engineered Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1916,DPP1,12455,Positive,['3.1.3.4'],PAPA120;PAPA120pp_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1917,DPP1,12455,Positive,['3.1.3.4'],PAPA141;PAPA141pp_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1918,DPP1,12455,Positive,['3.1.3.4'],PAPA160;PAPA160pp_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1919,DPP1,12455,Positive,['3.1.3.4'],PAPA161;PAPA161pp_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1920,DPP1,12455,Positive,['3.1.3.4'],PAPA181;PAPA181pp_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1921,DPP1,12455,Positive,['3.1.3.4'],AGLPH_cho_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1922,DPP1,12455,Positive,['3.1.3.4'],SBPP1;SBPP1er_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1923,DPP1,12455,Positive,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1924,DPP1,12455,Negative,['3.1.3.4'],PAPA120;PAPA120pp_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1925,DPP1,12455,Negative,['3.1.3.4'],PAPA141;PAPA141pp_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1926,DPP1,12455,Negative,['3.1.3.4'],PAPA160;PAPA160pp_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1927,DPP1,12455,Negative,['3.1.3.4'],PAPA161;PAPA161pp_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1928,DPP1,12455,Negative,['3.1.3.4'],PAPA181;PAPA181pp_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1929,DPP1,12455,Negative,['3.1.3.4'],AGLPH_cho_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1930,DPP1,12455,Negative,['3.1.3.4'],SBPP1;SBPP1er_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1931,DPP1,12455,Negative,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Enhancement of linalool production in Saccharomyces cerevisiae by utilizing isopentenol utilization pathway.,['Saccharomyces cerevisiae']
1932,DPP1,12883,Negative,['3.1.3.4'],PAPA120;PAPA120pp_1,Optogenetic control of beta-carotene bioproduction in yeast across multiple lab-scales.,['Saccharomyces cerevisiae']
1933,DPP1,12883,Negative,['3.1.3.4'],PAPA141;PAPA141pp_1,Optogenetic control of beta-carotene bioproduction in yeast across multiple lab-scales.,['Saccharomyces cerevisiae']
1934,DPP1,12883,Negative,['3.1.3.4'],PAPA160;PAPA160pp_1,Optogenetic control of beta-carotene bioproduction in yeast across multiple lab-scales.,['Saccharomyces cerevisiae']
1935,DPP1,12883,Negative,['3.1.3.4'],PAPA161;PAPA161pp_1,Optogenetic control of beta-carotene bioproduction in yeast across multiple lab-scales.,['Saccharomyces cerevisiae']
1936,DPP1,12883,Negative,['3.1.3.4'],PAPA181;PAPA181pp_1,Optogenetic control of beta-carotene bioproduction in yeast across multiple lab-scales.,['Saccharomyces cerevisiae']
1937,DPP1,12883,Negative,['3.1.3.4'],AGLPH_cho_1,Optogenetic control of beta-carotene bioproduction in yeast across multiple lab-scales.,['Saccharomyces cerevisiae']
1938,DPP1,12883,Negative,['3.1.3.4'],SBPP1;SBPP1er_1,Optogenetic control of beta-carotene bioproduction in yeast across multiple lab-scales.,['Saccharomyces cerevisiae']
1939,DPP1,12883,Negative,['3.1.3.4'],HMR_0783;SBPP3;SBPP3_1;SBPP3er_1,Optogenetic control of beta-carotene bioproduction in yeast across multiple lab-scales.,['Saccharomyces cerevisiae']
1940,DRS1,7632,Positive,['3.6.4.13'],ATPM_4,Engineering TATA-binding protein Spt15 to improve ethanol tolerance and production in <i>Kluyveromyces marxianus</i>.,['Kluyveromyces marxianus']
1941,DRS2,14301,Negative,['7.6.2.1'],ATPM_5,Identification of transporters involved in aromatic compounds tolerance through screening of transporter deletion libraries.,"['Saccharomyces cerevisiae', 'Escherichia coli']"
1942,DXS,6053,Positive,['2.2.1.7'],DXPS_1,Overexpression of endogenous 1-deoxy-d-xylulose 5-phosphate synthase (DXS) in cyanobacterium Synechocystis sp. PCC6803 accelerates protein aggregation.,"['Escherichia coli', 'Paracoccus aminophilus', 'Synechococcus elongatus', 'Bacillus subtilis']"
1943,DhaT,4407,Positive,['1.1.1.202'],13PPDH_1,Strain and process development for poly(3HB-co-3HP) fermentation by engineered Shimwellia blattae from glycerol.,['Shimwellia blattae']
1944,DhaT,4407,Positive,['1.1.1.202'],ALCD3ir_1,Strain and process development for poly(3HB-co-3HP) fermentation by engineered Shimwellia blattae from glycerol.,['Shimwellia blattae']
1945,EAT1,10749,Negative,['3.1.2.1'],FACOAE60_1,Hydrolysis of lignocellulose by anaerobic fungi produces free sugars and organic acids for two-stage fine chemical production with Kluyveromyces marxianus.,['Kluyveromyces marxianus']
1946,ECM16,7632,Positive,['3.6.4.13'],ATPM_4,Engineering TATA-binding protein Spt15 to improve ethanol tolerance and production in <i>Kluyveromyces marxianus</i>.,['Kluyveromyces marxianus']
1947,ECM31,1738,Positive,['2.1.2.11'],MOHMT_1,Genome-wide identification of Saccharomyces cerevisiae genes required for tolerance to acetic acid.,['Saccharomyces cerevisiae']
1948,ECM31,4469,Negative,['2.1.2.11'],MOHMT_1,Eliminating the isoleucine biosynthetic pathway to reduce competitive carbon outflow during isobutanol production by Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1949,ECM31,4469,Other,['2.1.2.11'],MOHMT_1,Eliminating the isoleucine biosynthetic pathway to reduce competitive carbon outflow during isobutanol production by Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1950,EEB1,3582,Positive,['2.3.1.84'],OHACT2_1,Expanding ester biosynthesis in Escherichia coli.,['Escherichia coli']
1951,EEB1,3582,Positive,['2.3.1.84'],OHACT5_1,Expanding ester biosynthesis in Escherichia coli.,['Escherichia coli']
1952,EEB1,4850,Negative,['2.3.1.84'],OHACT2_1,Metabolic Impact of Redox Cofactor Perturbations on the Formation of Aroma Compounds in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1953,EEB1,4850,Negative,['2.3.1.84'],OHACT5_1,Metabolic Impact of Redox Cofactor Perturbations on the Formation of Aroma Compounds in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1954,EEB1,13328,Positive,['2.3.1.84'],OHACT2_1,Unravelling the hidden power of esterases for biomanufacturing of short-chain esters.,['Escherichia coli']
1955,EEB1,13328,Positive,['2.3.1.84'],OHACT5_1,Unravelling the hidden power of esterases for biomanufacturing of short-chain esters.,['Escherichia coli']
1956,EHD3,11977,Other,['3.1.2.4'],HIBH_1,Metabolic engineering of the malonyl-CoA pathway to efficiently produce malonate in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1957,EHD3,11977,Other,['3.1.2.4'],HIBHr;HIBHrm_1,Metabolic engineering of the malonyl-CoA pathway to efficiently produce malonate in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1958,EHD3,11977,Other,['3.1.2.4'],3HPCOAHYD;r0596_1,Metabolic engineering of the malonyl-CoA pathway to efficiently produce malonate in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1959,EHD3,11977,Other,['3.1.2.4'],3HBCOAHL;3HBCOAHLm_1,Metabolic engineering of the malonyl-CoA pathway to efficiently produce malonate in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1960,EHD3,11977,Positive,['3.1.2.4'],HIBH_1,Metabolic engineering of the malonyl-CoA pathway to efficiently produce malonate in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1961,EHD3,11977,Positive,['3.1.2.4'],HIBHr;HIBHrm_1,Metabolic engineering of the malonyl-CoA pathway to efficiently produce malonate in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1962,EHD3,11977,Positive,['3.1.2.4'],3HPCOAHYD;r0596_1,Metabolic engineering of the malonyl-CoA pathway to efficiently produce malonate in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1963,EHD3,11977,Positive,['3.1.2.4'],3HBCOAHL;3HBCOAHLm_1,Metabolic engineering of the malonyl-CoA pathway to efficiently produce malonate in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae']
1964,EHT1,3582,Positive,['2.3.1.84'],OHACT2_1,Expanding ester biosynthesis in Escherichia coli.,['Escherichia coli']
1965,EHT1,3582,Positive,['2.3.1.84'],OHACT5_1,Expanding ester biosynthesis in Escherichia coli.,['Escherichia coli']
1966,EHT1,15631,Positive,['2.3.1.84'],OHACT2_1,Breeding High-Yield Ethyl Caproate-Producing <i>Saccharomyces cerevisiae</i> in Sake: Flux Regulation from Glycolytic Fermentation to the FAS Pathway and Alcohol Acyltransferase Overexpression.,['Saccharomyces cerevisiae']
1967,EHT1,15631,Positive,['2.3.1.84'],OHACT5_1,Breeding High-Yield Ethyl Caproate-Producing <i>Saccharomyces cerevisiae</i> in Sake: Flux Regulation from Glycolytic Fermentation to the FAS Pathway and Alcohol Acyltransferase Overexpression.,['Saccharomyces cerevisiae']
1968,ELO1,1705,Positive,['2.3.1.199'],RE3161C_1,Exploiting natural variation in Saccharomyces cerevisiae to identify genes for increased ethanol resistance.,['Saccharomyces cerevisiae']
1969,ELO1,1705,Positive,['2.3.1.199'],RE3224C;RE3224R_1,Exploiting natural variation in Saccharomyces cerevisiae to identify genes for increased ethanol resistance.,['Saccharomyces cerevisiae']
1970,ELO1,1705,Positive,['2.3.1.199'],RE3225C;RE3225R_1,Exploiting natural variation in Saccharomyces cerevisiae to identify genes for increased ethanol resistance.,['Saccharomyces cerevisiae']
1971,ELO1,1705,Positive,['2.3.1.199'],RE3226C;RE3226R_1,Exploiting natural variation in Saccharomyces cerevisiae to identify genes for increased ethanol resistance.,['Saccharomyces cerevisiae']
1972,ELO1,1705,Positive,['2.3.1.199'],HMR_2211;RE0573N_1,Exploiting natural variation in Saccharomyces cerevisiae to identify genes for increased ethanol resistance.,['Saccharomyces cerevisiae']
1973,ELO1,1705,Positive,['2.3.1.199'],RE0565C_1,Exploiting natural variation in Saccharomyces cerevisiae to identify genes for increased ethanol resistance.,['Saccharomyces cerevisiae']
1974,ELO1,1705,Positive,['2.3.1.199'],RE0569C;RE0569E_1,Exploiting natural variation in Saccharomyces cerevisiae to identify genes for increased ethanol resistance.,['Saccharomyces cerevisiae']
1975,ELO1,1705,Positive,['2.3.1.199'],HMR_2215_1,Exploiting natural variation in Saccharomyces cerevisiae to identify genes for increased ethanol resistance.,['Saccharomyces cerevisiae']
1976,ELO1,1705,Positive,['2.3.1.199'],3OACOAS;HMR_2190;RE0580L;RE0580R_1,Exploiting natural variation in Saccharomyces cerevisiae to identify genes for increased ethanol resistance.,['Saccharomyces cerevisiae']
1977,ELO1,7758,Negative,['2.3.1.199'],RE3161C_1,Increasing medium chain fatty acids production in Yarrowia lipolytica by metabolic engineering.,['Yarrowia lipolytica']
1978,ELO1,7758,Negative,['2.3.1.199'],RE3224C;RE3224R_1,Increasing medium chain fatty acids production in Yarrowia lipolytica by metabolic engineering.,['Yarrowia lipolytica']
1979,ELO1,7758,Negative,['2.3.1.199'],RE3225C;RE3225R_1,Increasing medium chain fatty acids production in Yarrowia lipolytica by metabolic engineering.,['Yarrowia lipolytica']
