Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
Chemical probes for methyl lysine reader domains,,10.1016/j.cbpa.2016.06.004,False,Chemical probes for methyl lysine reader domains.pdf,,,Current Opinion in Chemical Biology,True,SciHub,
