PMID;Title;Year;Organism;Product;Genes_and_modifications
26134455;Increased titer and reduced lactate accumulation in recombinant retrovirus production through the down-regulation of HIF1 and PDK.;2016;;Retrovirus;
26134562;Engineered and Native Coenzyme B12-dependent Isovaleryl-CoA/Pivalyl-CoA Mutase.;2015;Aquincola tertiaricarbonis,Nocardioides sp CF8,Cycloclasticus sp,Xanthobacter autotrophicus,Geobacillus kaustophilus,Streptomyces avermitilis;Specialty;{'mer': 'Positive', 'tor': 'Positive', 'tert': 'Positive', 'his6': 'Positive', 'MCS1': 'Negative', 'MCS2': 'Negative', 'TEV': 'Positive', 'mod': 'Positive', 'gly': 'Positive', 'MCM': 'Positive'}
26135500;Production of long chain alcohols and alkanes upon coexpression of an acyl-ACP reductase and aldehyde-deformylating oxygenase with a bacterial type-I fatty acid synthase in E. coli.;2015;Escherichia coli;Alcoholsalkane;{'ADO': 'Other,Positive', 'thio': 'Positive', 'FAS': 'Positive', 'ADO1': 'Positive'}
26138750;Substrate-Tuned Catalysis of the Radical S-Adenosyl-L-Methionine Enzyme NosL Involved in Nosiheptide Biosynthesis.;2015;;Nosiheptide;
26138876;Increased production of wax esters in transgenic tobacco plants by expression of a fatty acid reductase:wax synthase gene fusion.;2015;;Ester;
26141150;Metabolic engineering of Escherichia coli using CRISPR-Cas9 meditated genome editing.;2015;Escherichia coli;Carotenoids;
26143210;Solvent resistance pumps of Pseudomonas putida S12: Applications in 1-naphthol production and biocatalyst engineering.;2015;Pseudomonas putida;Naphthol;{'soxS': 'Positive', 'marA': 'Positive', 'lar': 'Positive', 'robA': 'Positive', 'ostA': 'Positive'}
26148486;Establishment of markerless gene deletion tools in thermophilic Bacillus smithii and construction of multiple mutant strains.;2015;Bacillus smithii;Subunit;
26148499;CrEdit: CRISPR mediated multi-loci gene integration in Saccharomyces cerevisiae.;2015;Saccharomyces cerevisiae;Carotenoids;{'BTS1': 'Positive', 'TDH3': 'Positive', 'ERG9': 'Negative', 'crtI': 'Positive', 'CUP1': 'Positive', 'PAM': 'Negative', 'BIR': 'Positive'}
26148515;Deoxycytidine production by a metabolically engineered Escherichia coli strain.;2015;Escherichia coli;Deoxycytidine;{'cdd': 'Other,Negative', 'codA': 'Negative', 'NDP': 'Positive', 'purR': 'Other,Negative,Positive', 'udp': 'Negative', 'deoD': 'Negative', 'pyrD': 'Other,Negative', 'ArgG': 'Negative', 'deoA': 'Negative', 'pgi': 'Negative', 'thyA': 'Negative', 'dcd': 'Negative', 'pyrG': 'Other,Positive', 'pepA': 'Other,Negative', 'argR': 'Other,Negative', 'CTP': 'Positive', 'yfbR': 'Positive', 'pyrC': 'Positive', 'bla': 'Positive', 'nrdB': 'Positive', 'argG': 'Other', 'pyrBI': 'Other,Positive', 'NdeI': 'Positive'}
26150120;Inhibition of pathogenic and spoilage bacteria by a novel biofilm-forming Lactobacillus isolate: a potential host for the expression of heterologous proteins.;2015;Lacticaseibacillus casei,Listeria monocytogenes,Bacillus subtilis,Limosilactobacillus reuteri,Lactobacillus acidophilus,Lactococcus lactis,Lactococcus cremoris,Lactobacillus johnsonii,Limosilactobacillus fermentum,Lactobacillus spp,Levilactobacillus brevis;Adhesionsbiofilmmatrix;
26150243;Increased riboflavin production by manipulation of inosine 5'-monophosphate dehydrogenase in Ashbya gossypii.;2015;Eremothecium gossypii;Riboflavin;
26150486;Yeast homologous recombination-based promoter engineering for the activation of silent natural product biosynthetic gene clusters.;2015;;Generic;
26152364;Limitation of thiamine pyrophosphate supply to growing Escherichia coli switches metabolism to efficient D-lactate formation.;2016;Escherichia coli;Lactate;{'thiE': 'Negative'}
26153362;Engineering a branch of the UDP-precursor biosynthesis pathway enhances the production of capsular polysaccharide in Escherichia coli O5:K4:H4.;2015;Escherichia coli;O5:k4:h4;{'galU': 'Positive', 'pgm': 'Positive'}
26153503;Exploring medium-chain-length polyhydroxyalkanoates production in the engineered yeast Yarrowia lipolytica.;2015;Yarrowia lipolytica;PHB/PHA;{'PTS1': 'Positive'}
26156140;Cell periphery-related proteins as major genomic targets behind the adaptive evolution of an industrial Saccharomyces cerevisiae strain to combined heat and hydrolysate stress.;2015;Saccharomyces cerevisiae;Ethanol;{'NTE1': 'Other', 'FAB1': 'Other', 'FLO11': 'Other', 'FLO1': 'Positive', 'ADH7': 'Positive', 'PHO12': 'Positive', 'FLO9': 'Positive', 'SKN1': 'Other', 'ENA1': 'Positive', 'RAS': 'Negative', 'GPI12': 'Other', 'ENA2': 'Positive', 'cyc3': 'Other', 'SLC1': 'Other'}
26156241;Highly efficient biosynthesis of astaxanthin in Saccharomyces cerevisiae by integration and tuning of algal crtZ and bkt.;2015;Saccharomyces cerevisiae;Carotenoids;{'bkt': 'Positive', 'crtZ': 'Positive'}
26156706;Redox engineering by ectopic expression of glutamate dehydrogenase genes links NADPH availability and NADH oxidation with cold growth in Saccharomyces cerevisiae.;2015;Saccharomyces cerevisiae;Amino acids;{'GDH1': 'Positive', 'GDH2': 'Positive', 'GRE3': 'Positive', 'gre3': 'Other,Negative', 'gpd1': 'Other', 'TEF1': 'Other', 'GSH1': 'Positive', 'GPD2': 'Other', 'GDH': 'Other', 'ADH3': 'Negative', 'ura3': 'Other'}
26157619;Enhancement of E. coli acyl-CoA synthetase FadD activity on medium chain fatty acids.;2015;Escherichia coli;Antibiotics;{'fadD': 'Other,Positive', 'fadR': 'Other,Positive', 'JW1176': 'Positive'}
26159300;Mutation in galP improved fermentation of mixed sugars to succinate using engineered Escherichia coli AS1600a and AM1 mineral salts medium.;2015;Escherichia coli;Succinate;{'galP': 'Other'}
26161077;Reconstruction and in silico analysis of an Actinoplanes sp. SE50/110 genome-scale metabolic model for acarbose production.;2015;Actinoplanes sp SE50;Acarbose;{'treY': 'Negative'}
26162629;Elimination of formate production in Clostridium thermocellum.;2015;Acetivibrio thermocellus;Formate;{'pflA': 'Negative', 'PFL': 'Negative', 'pflB': 'Negative'}
26164057;Characterizing yeast promoters used in Kluyveromyces marxianus.;2015;Kluyveromyces marxianus;;
26164646;Combinatorial metabolic engineering of Saccharomyces cerevisiae for terminal alkene production.;2015;Saccharomyces cerevisiae;Alkene;{'CTT1': 'Negative,Positive', 'HEM3': 'Negative,Positive', 'FAA4': 'Other,Negative', 'PII': 'Other', 'CTA1': 'Negative,Positive', 'FAA1': 'Other,Negative', 'ACC1': 'Positive', 'CCP1': 'Negative,Positive', 'TEF1': 'Positive', 'cre': 'Positive'}
26165156;Modularity of RiPP Enzymes Enables Designed Synthesis of Decorated Peptides.;2015;Calothrix sp PCC 7103;Peptide;
26166409;De novo production of the key branch point benzylisoquinoline alkaloid reticuline in yeast.;2015;Saccharomyces cerevisiae;Benzylisoquinolinealkaloidreticuline;{'BIA': 'Positive'}
26168783;A highly selective biosynthetic pathway to non-natural C50 carotenoids assembled from moderately selective enzymes.;2015;Escherichia coli;C50astaxanthin,Carotenoids;
26170002;Consolidated bioprocessing of cellulose to isobutanol using Clostridium thermocellum.;2015;Acetivibrio thermocellus;Other biofuels;{'lin': 'Other', 'ilvN': 'Other', 'ilvD': 'Other', 'IS10': 'Positive', 'ilvC': 'Other', 'ilvB': 'Other'}
26174759;Engineering the iron-oxidizing chemolithoautotroph Acidithiobacillus ferrooxidans for biochemical production.;2016;Acidithiobacillus ferrooxidans;Isobutyrate;{'S3A': 'Positive'}
26175798;Butanol production in S. cerevisiae via a synthetic ABE pathway is enhanced by specific metabolic engineering and butanol resistance.;2015;Saccharomyces cerevisiae;Butanol;{'ADH1': 'Negative', 'ACS2': 'Positive', 'adh1': 'Other,Positive', 'TDH3': 'Positive', 'ALD6': 'Positive', 'bcd': 'Positive', 'adhe2': 'Positive', 'ter': 'Positive', 'pRS': 'Positive'}
26186096;Engineering of a Synthetic Metabolic Pathway for the Assimilation of (d)-Xylose into Value-Added Chemicals.;2016;Escherichia coli;;
26189483;Production of adipic acid by the native-occurring pathway in Thermobifida fusca B6.;2015;Thermobifida fusca;Adipate;{'adi': 'Positive', 'adhe2': 'Positive'}
26189558;Overexpression of the methanol dehydrogenase gene mxaF in Methylobacterium sp. MB200 enhances L-serine production.;2015;Methylobacterium sp MB200;Amino acids;{'mxaF': 'Positive'}
26190959;Enzymatic Redox Cascade for One-Pot Synthesis of Uridine 5'-Diphosphate Xylose from Uridine 5'-Diphosphate Glucose.;2014;Yamadazyma tenuis;Uridine5diphosphatexylose;
26192329;Construction of new synthetic biology tools for the control of gene expression in the cyanobacterium Synechococcus sp. strain PCC 7002.;2016;Synechococcus sp PCC 7002;Srna;
26192869;A Genome-Wide Scenario of Terpene Pathways in Self-pollinated Artemisia annua.;2015;;Terpene;{'ALDH1': 'Positive', 'ADS': 'Other,Negative,Positive', 'CPR2': 'Positive', 'CPR': 'Positive', 'CPR1': 'Positive', 'DBR2': 'Positive'}
26193630;Enhanced production of 2'-fucosyllactose in engineered Escherichia coli BL21star(DE3) by modulation of lactose metabolism and fucosyltransferase.;2015;Escherichia coli;Fucosyllactose;
26194190;Evolutionary engineering of a wine yeast strain revealed a key role of inositol and mannoprotein metabolism during low-temperature fermentation.;2015;Saccharomyces cerevisiae;;{'GAL1': 'Negative', 'GAA1': 'Other'}
26194559;Combining rational metabolic engineering and flux optimization strategies for efficient production of fumaric acid.;2015;Escherichia coli;Fumarate2;{'PPC': 'Positive', 'aspA': 'Negative,Positive'}
26197036;Efficient production of xylitol from hemicellulosic hydrolysate using engineered Escherichia coli.;2015;Escherichia coli;Xylitol;{'ptsG': 'Negative', 'ptsF': 'Negative', 'xylA': 'Negative'}
26198903;Metabolite profiling of CHO cells: Molecular reflections of bioprocessing effectiveness.;2015;;Proteins;
26202482;Engineering of alanine dehydrogenase from Bacillus subtilis for novel cofactor specificity.;2016;Bacillus subtilis;;
26203301;Expression of a heat-stable NADPH-dependent alcohol dehydrogenase in Caldicellulosiruptor bescii results in furan aldehyde detoxification.;2015;Caldicellulosiruptor bescii;Other biofuels;{'ucpA': 'Positive', 'bdhA': 'Positive', 'ldh': 'Other,Positive', 'pntAB': 'Positive', 'fucO': 'Positive'}
26203497;Synthetic Quorum Sensing and Cell-Cell Communication in Gram-Positive Bacillus megaterium.;2016;Priestia megaterium;Senderreceivercell;
26205521;Metabolic engineering of Escherichia coli for production of biodiesel from fatty alcohols and acetyl-CoA.;2015;Escherichia coli;Other biofuels;{'ATF1': 'Other,Positive'}
26206350;Development of a Tightly Controlled Off Switch for Saccharomyces cerevisiae Regulated by Camphor, a Low-Cost Natural Product.;2015;Saccharomyces cerevisiae;;{'tet': 'Other'}
26209663;Fine-Tuning of Photoautotrophic Protein Production by Combining Promoters and Neutral Sites in the Cyanobacterium Synechocystis sp. Strain PCC 6803.;2015;Synechocystis sp PCC 6803;Proteins;{'NSP1': 'Other,Positive', 'cpcB': 'Positive'}
26210291;Complete genome sequence of a malodorant-producing acetogen, Clostridium scatologenes ATCC 25775(T).;2015;Clostridium scatologenes;Other biofuels;
26211314;"[Isolation, identification and characterization of rice rhizobacterium Pseudomonas aeruginosa PA1201 producing high level of biopesticide ""Shenqinmycin"" and phenazine-1-carboxamide].";2015;Pseudomonas aeruginosa;;
26211326;[Establishment of genetic transformation system of Schizochytrium sp. by homologous recombination].;2015;Schizochytrium sp;DHA;
26213570;Lipid production by the oleaginous yeast Yarrowia lipolytica using industrial by-products under different culture conditions.;2015;Yarrowia lipolytica;Lipids;{'TGL4': 'Negative', 'GPD': 'Positive', 'POX': 'Negative'}
26214239;Pterin-Dependent Mono-oxidation for the Microbial Synthesis of a Modified Monoterpene Indole Alkaloid.;2015;Saccharomyces cerevisiae;Monoterpeneindolealkaloid;
26214707;Refactoring the Six-Gene Photosystem II Core in the Chloroplast of the Green Algae Chlamydomonas reinhardtii.;2016;Chlamydomonas reinhardtii;Other biofuels;{'psbE': 'Other,Negative,Positive', 'psbF': 'Other,Positive', 'psbL': 'Positive', 'psbA': 'Negative', 'psbAD': 'Negative', 'PDF': 'Negative', 'ACS': 'Other', 'psbB': 'Negative'}
26215086;Metabolic network capacity of Escherichia coli for Krebs cycle-dependent proline hydroxylation.;2015;Escherichia coli;Statu;{'putA': 'Negative,Positive'}
26216972;Reconstitution of TCA cycle with DAOCS to engineer Escherichia coli into an efficient whole cell catalyst of penicillin G.;2015;Escherichia coli;G7adca;{'cefE': 'Positive', 'sucB': 'Other', 'acs': 'Positive', 'sucC': 'Other', 'aceA': 'Other,Negative', 'sucA': 'Other', 'poxB': 'Other,Negative,Positive', 'SucA': 'Negative', 'AmpC': 'Negative', 'ackA': 'Negative', 'iclR': 'Negative', 'SucC': 'Negative', 'FLP': 'Negative', 'glu': 'Positive', 'SucB': 'Negative', 'ampC': 'Negative', 'SucD': 'Negative'}
26216978;Orthologs of the archaeal isopentenyl phosphate kinase regulate terpenoid production in plants.;2015;Chloroflexi bacterium,Saccharomyces cerevisiae,Methanocaldococcus jannaschii;Lipids;
26218551;Identification of chondroitin-like molecules from biofilm isolates Exiguobacterium indicum A11 and Lysinibacillus sp. C13.;2015;Lysinibacillus sp C13,Exiguobacterium indicum;Chondroitinlikeclm;
26219673;Surveying the lipogenesis landscape in Yarrowia lipolytica through understanding the function of a Mga2p regulatory protein mutant.;2015;Yarrowia lipolytica;Lipids;
26220550;Global transcriptome and gene regulation network for secondary metabolite biosynthesis of tea plant (Camellia sinensis).;2015;;Tea;
26221864;Engineering a novel biosynthetic pathway in Escherichia coli for production of renewable ethylene glycol.;2016;Escherichia coli;Ethyleneglycol;{'pat2': 'Other', 'serC': 'Other,Negative,Positive', 'fucO': 'Other,Positive', 'aldA': 'Negative', 'serB': 'Other,Negative,Positive', 'serA': 'Negative,Positive', 'pat1': 'Other', 'SDC': 'Positive', 'DE3': 'Other'}
26223979;Production of mono- and sesquiterpenes in Camelina sativa oilseed.;2015;;Sesquiterpene;
26226562;Efficient production of 2,3-butanediol in Saccharomyces cerevisiae by eliminating ethanol and glycerol production and redox rebalancing.;2015;Saccharomyces cerevisiae;Butanediol;{'bdh1': 'Positive'}
26227414;Systematic analysis of intracellular mechanisms of propanol production in the engineered Thermobifida fusca B6 strain.;2015;Thermobifida fusca;Other biofuels;{'adhe2': 'Positive'}
26236395;Alleviation of carbon catabolite repression in Enterobacter aerogenes for efficient utilization of sugarcane molasses for 2,3-butanediol production.;2015;Escherichia coli,Klebsiella oxytoca;Butanediol;{'scrR': 'Other,Negative', 'crp': 'Positive', 'ptsG': 'Positive', 'cra': 'Negative', 'fruR': 'Negative', 'scrA': 'Positive'}
26236397;Model-driven intracellular redox status modulation for increasing isobutanol production in Escherichia coli.;2015;Escherichia coli;Butanol;{'GAPDH': 'Other', 'kivd': 'Other,Positive', 'ilvD': 'Positive', 'gapN': 'Other,Positive', 'yqhD': 'Other,Positive', 'alsS': 'Positive', 'zwf': 'Positive', 'pgi': '', 'pflB': 'Other', 'pntAB': 'Positive', 'gapC': 'Positive', 'ilvC': 'Positive', 'pfl': 'Negative', 'GAPDN': 'Positive'}
26238998;Development of a markerless gene deletion system for Bacillus subtilis based on the mannose phosphoenolpyruvate-dependent phosphotransferase system.;2015;Bacillus subtilis;Antibiotics;{'manP': 'Negative,Positive', 'manA': 'Negative'}
26239069;Improvement of oxidized glutathione fermentation by thiol redox metabolism engineering in Saccharomyces cerevisiae.;2015;Saccharomyces cerevisiae;Glutathionate1;{'ERO1': 'Positive', 'ERV1': 'Positive'}
26239231;Efficient biosynthesis of rare natural product scopolamine using E. coli cells expressing a S14P/K97A mutant of hyoscyamine 6β-hydroxylase AaH6H.;2015;Escherichia coli;Scopolamine;
26241189;Modular optimization of multi-gene pathways for fumarate production.;2016;;Fumarate2;
26244054;Development of cellobiose-degrading ability in Yarrowia lipolytica strain by overexpression of endogenous genes.;2015;Yarrowia lipolytica;Lipids;{'bgl1': 'Positive', 'BGL1': 'Positive', 'POX1': 'Positive', 'POX': 'Positive', 'mid': 'Positive', 'POX6': 'Positive'}
26246854;Quantitative proteomics analysis of an ethanol- and a lactate-producing mutant strain of Synechocystis sp. PCC6803.;2015;Synechocystis sp PCC6803;Ethanol;
26248490;Co-overexpression of lmbW and metK led to increased lincomycin A production and decreased byproduct lincomycin B content in an industrial strain of Streptomyces lincolnensis.;2015;Streptomyces lincolnensis;Antibiotics;{'lmbW': 'Positive', 'metK': 'Positive'}
26251777;Genomic analysis reveals the biotechnological and industrial potential of levan producing halophilic extremophile, Halomonas smyrnensis AAD6T.;2015;Halomonas smyrnensis;Pelpolyhydroxyalkanoate;
26253003;Adaptive mutations in sugar metabolism restore growth on glucose in a pyruvate decarboxylase negative yeast strain.;2015;Saccharomyces cerevisiae;Pyruvate;{'PDC': 'Negative', 'pdc': 'Negative'}
26253204;Rapid ethanol production at elevated temperatures by engineered thermotolerant Kluyveromyces marxianus via the NADP(H)-preferring xylose reductase-xylitol dehydrogenase pathway.;2015;Kluyveromyces marxianus;Ethanol;{'GPD1': 'Negative'}
26253677;Alcohol Selectivity in a Synthetic Thermophilic n-Butanol Pathway Is Driven by Biocatalytic and Thermostability Characteristics of Constituent Enzymes.;2015;Acetivibrio thermocellus,Spirochaeta thermophila,Caldanaerobacter subterraneus,Thermoanaerobacter sp X514;Butanol;{'bdh': 'Negative,Positive', 'thl': 'Positive'}
26253910;Activation of glycerol metabolic pathway by evolutionary engineering of Rhizopus oryzae to strengthen the fumaric acid biosynthesis from crude glycerol.;2015;Saccharomyces cerevisiae,Yarrowia lipolytica;Fumarate2;
26254041;In silico model-driven cofactor engineering strategies for improving the overall NADP(H) turnover in microbial cell factories.;2015;Saccharomyces cerevisiae,Escherichia coli,Bacillus subtilis,Komagataella pastoris;;{'PDH': 'Other', 'pfk': 'Positive', 'G6PDH': 'Positive', 'CMA': 'Positive', 'pgi': 'Negative', 'ral': 'Positive', 'FBA': 'Positive', 'tor': 'Positive'}
26260005;Microbial production of lactic acid: the latest development.;2016;;Lactate;
26260768;Metabolic engineering of Escherichia coli for the production of 1,3-diaminopropane, a three carbon diamine.;2015;Escherichia coli;Diaminopropane;{'ppc': 'Positive', 'pfkA': 'Negative', 'aspC': 'Positive'}
26261321;Microfluidic screening and whole-genome sequencing identifies mutations associated with improved protein secretion by yeast.;2015;Saccharomyces cerevisiae;Proteins;{'SNC2': 'Negative', 'HDA2': 'Negative', 'COG5': 'Negative', 'tyo': 'Negative', 'HDA3': 'Negative', 'HSF1': 'Other', 'BSA': 'Positive', 'ERV29': 'Negative'}
26264597;Modification of targets related to the Entner-Doudoroff/pentose phosphate pathway route for methyl-D-erythritol 4-phosphate-dependent carotenoid biosynthesis in Escherichia coli.;2015;Escherichia coli;Methylderythritol,Carotenoids;{'eda': 'Other,Positive', 'AB': 'Negative', 'dxs': 'Positive', 'MEP': 'Positive', 'zwf': 'Negative,Positive', 'edd': 'Negative,Positive', 'pfk': 'Negative', 'idi': 'Positive', 'pgi': 'Negative,Positive', 'crt': 'Positive', 'gnd': 'Other,Negative,Positive', 'AE': 'Positive', 'fba': 'Negative', 'gly': 'Positive', 'glk': 'Positive'}
26264710;Overexpression of artificially fused bifunctional enzyme 4CL1-CCR: a method for production of secreted 4-hydroxycinnamaldehydes in Escherichia coli.;2015;Escherichia coli;Hydroxycinnamaldehyde;
26267112;Improved production of poly(lactic acid)-like polyester based on metabolite analysis to address the rate-limiting step.;2014;Corynebacterium glutamicum;Polyestermacromolecule,Polylacticacidlike;
26267114;L-citrulline production by metabolically engineered Corynebacterium glutamicum from glucose and alternative carbon sources.;2014;Corynebacterium glutamicum;Citrulline;{'argR': 'Negative', 'argF': 'Positive', 'argG': 'Negative'}
26267115;Enhanced ethanol production and reduced glycerol formation in fps1∆ mutants of Saccharomyces cerevisiae engineered for improved redox balancing.;2014;Saccharomyces cerevisiae;Glycerol,Ethanol;{'FPS1': 'Negative', 'UTR1': 'Negative,Positive', 'gapN': 'Negative,Positive'}
26269712;Expression of the Acidothermus cellulolyticus E1 endoglucanase in Caldicellulosiruptor bescii enhances its ability to deconstruct crystalline cellulose.;2015;Acidothermus cellulolyticus,Caldicellulosiruptor bescii;Glucosidase;{'CMC': 'Positive', 'rho': 'Positive'}
26269713;Combining free and aggregated cellulolytic systems in the cellulosome-producing bacterium Ruminiclostridium cellulolyticum.;2015;Ruminiclostridium cellulolyticum;Ltienzyme;
26271614;L-Methionine repressible promoters for tuneable gene expression in Trichoderma reesei.;2015;Trichoderma reesei;9268siderophore1192;{'tef1': 'Positive', 'sal': 'Negative,Positive', 'LacZ': 'Negative', 'pbs': 'Positive', 'sucA': 'Negative,Positive', 'lacZ': 'Positive', 'met30': 'Other', 'hph': 'Positive', 'met3': 'Negative,Positive'}
26272390;Removing chiral contamination of lactate solutions by selective metabolism of the D-enantiomer.;2015;Escherichia coli,Shewanella oneidensis;Plaplastic;{'dld': 'Negative', 'LDH': 'Negative', 'lldD': 'Negative', 'PLA': 'Negative', 'atpH': 'Positive'}
26273605;Expression of Heterologous Cellulases in Thermotoga sp. Strain RQ2.;2015;Thermotoga sp RQ2;Hydrogen;{'spp': 'Other', 'endo': 'Positive'}
26275527;Enhanced production of (R,R)-2,3-butanediol by metabolically engineered Klebsiella oxytoca.;2015;Klebsiella oxytoca;Butanediol;
26275528;Directed optimization of a newly identified squalene synthase from Mortierella alpine based on sequence truncation and site-directed mutagenesis.;2015;Escherichia coli,Ganoderma lucidum;Squalene;{'SQS': 'Other,Positive', 'ind': 'Positive', 'FPP': 'Positive'}
26276113;A New Class of Tungsten-Containing Oxidoreductase in Caldicellulosiruptor, a Genus of Plant Biomass-Degrading Thermophilic Bacteria.;2015;Pyrococcus furiosus,Caldicellulosiruptor bescii;Enzymes,Tungstenrequiring;{'LOD': 'Negative', 'gapdh': 'Positive', 'aor': 'Positive', 'GAPDH': 'Positive', 'AOR': 'Positive', 'moeB': 'Positive', 'slp': 'Positive'}
26276544;Production of carbon-13-labeled cadaverine by engineered Corynebacterium glutamicum using carbon-13-labeled methanol as co-substrate.;2015;Corynebacterium glutamicum;Cadaverine2;{'mdh': 'Positive'}
26276561;2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one (DIMBOA) inhibits trichothecene production by Fusarium graminearum through suppression of Tri6 expression.;2015;Fusarium graminearum;Trichothecene;
26278506;Metabolic engineering of cyanobacteria for photosynthetic 3-hydroxypropionic acid production from CO2 using Synechococcus elongatus PCC 7942.;2015;Synechococcus elongatus;3HP;{'mmsB': 'Positive', 'acc': 'Other', 'mcr': 'Positive', 'betA': 'Positive', 'der': 'Negative', 'aur': 'Positive', 'ppc': 'Positive', 'msr': 'Positive', 'gdh': 'Positive', 'panD': 'Positive', 'aspC': 'Positive', 'garR': 'Positive'}
26279678;Cellobionic acid utilization: from Neurospora crassa to Saccharomyces cerevisiae.;2015;Saccharomyces cerevisiae,Neurospora crassa;Phosphogluconate;{'NCU05853': 'Negative', 'NCU09425': 'Positive', 'NCU08755': 'Negative', 'CAP': 'Other,Positive', 'NCU00130': 'Negative,Positive', 'NCU04952': 'Negative', 'SGD': 'Positive'}
26280214;Isobutanol production from an engineered Shewanella oneidensis MR-1.;2015;Shewanella oneidensis;Butanol;{'mtrA': 'Negative', 'mtrB': 'Negative'}
26284760;Directed evolution of xylose specific transporters to facilitate glucose-xylose co-utilization.;2016;Neurospora crassa;Other biofuels;
26287972;Identification of the Mitochondrial Heme Metabolism Complex.;2015;;Hemeb;
26289535;Evolutionary Design of Choline-Inducible and -Repressible T7-Based Induction Systems.;2015;Escherichia coli;;{'bet': 'Other,Positive'}
26291944;Asymmetric assembly of aldose carbohydrates from formaldehyde and glycolaldehyde by tandem biocatalytic aldol reactions.;2015;Escherichia coli;Glucopyranose;
26292030;Establishment of a yeast platform strain for production of p-coumaric acid through metabolic engineering of aromatic amino acid biosynthesis.;2015;Saccharomyces cerevisiae,Escherichia coli;Coumarate;{'TAL': 'Positive', 'ARO10': 'Negative'}
26296537;Enhanced 2,3-butanediol production from biodiesel-derived glycerol by engineering of cofactor regeneration and manipulating carbon flux in Bacillus amyloliquefaciens.;2015;Bacillus amyloliquefaciens;Butanediol;{'bdhA': 'Positive', 'gldA': 'Positive', 'dhaD': 'Positive', 'ACR': 'Positive', 'alsR': 'Positive', 'ALDC': 'Other', 'HapII': 'Positive'}
26298016;Characterization of sophorolipid biosynthetic enzymes from Starmerella bombicola.;2015;Starmerella bombicola;Sophorolipid;{'ugt1': 'Positive'}
26300047;Engineering a Lysine-ON Riboswitch for Metabolic Control of Lysine Production in Corynebacterium glutamicum.;2015;Corynebacterium glutamicum;Amino acids;{'lacZ': 'Positive'}
26302366;Alleviating product inhibition in cellulase enzyme Cel7A.;2016;Agaricus bisporus,Aspergillus niger,Acremonium thermophilum;Cel7a;
26303342;Flexible metabolic pathway construction using modular and divisible selection gene regulators.;2015;Saccharomyces cerevisiae,Escherichia coli;Other biofuels;{'URA3': 'Other,Positive', 'tyo': 'Positive'}
26306712;Engineering catechol 1, 2-dioxygenase by design for improving the performance of the cis, cis-muconic acid synthetic pathway in Escherichia coli.;2015;Escherichia coli;Ccma;{'catA': 'Other'}
26312069;Metabolic engineering of Bacillus subtilis for redistributing the carbon flux to 2,3-butanediol by manipulating NADH levels.;2015;Bacillus subtilis;Nad;{'fdh': 'Other,Negative,Positive', 'AY': 'Other,Negative,Positive', 'ldhA': 'Other,Negative,Positive', 'yodC': 'Other,Negative,Positive', 'HapII': 'Positive', 'ACR': 'Negative', 'LDH': 'Negative'}
26318028;Fatty alcohols production by oleaginous yeast.;2015;Rhodotorula toruloides;Fattyalcohol;{'DGA1': 'Negative,Positive'}
26319319;Engineered strains of Streptococcus macedonicus towards an osmotic stress resistant phenotype retain their ability to produce the bacteriocin macedocin under hyperosmotic conditions.;2015;Streptococcus macedonicus;Bacteriocin;{'LAB': 'Other'}
26320708;Characterization of an acetoin reductase/2,3-butanediol dehydrogenase from Clostridium ljungdahlii DSM 13528.;2015;Clostridium ljungdahlii;Butanediol;
26323290;Metabolic engineering of Pichia pastoris to produce ricinoleic acid, a hydroxy fatty acid of industrial importance.;2015;Komagataella pastoris;Ricinoleate;{'AOX1': 'Positive', 'FAH': 'Positive'}
26329726;Mimicking a natural pathway for de novo biosynthesis: natural vanillin production from accessible carbon sources.;2015;Escherichia coli;Vanillin;{'aroG': 'Other,Positive', 'tktA': 'Positive', 'tyrR': 'Other'}
26329849;Stability engineering of the Geobacillus stearothermophilus alcohol dehydrogenase and application for the synthesis of a polyamide 12 precursor.;2015;Geobacillus stearothermophilus;Polyamide12precursor;
26332342;Engineering of core promoter regions enables the construction of constitutive and inducible promoters in Halomonas sp.;2016;Halomonas sp;;
26332374;Flexible and Versatile Strategy for the Construction of Large Biochemical Pathways.;2016;;Carotenoids;
26334599;Metabolic engineering of Dunaliella salina for production of ketocarotenoids.;2016;Dunaliella salina;Carotenone;{'bkt': 'Positive', 'BKT': 'Positive'}
26335036;Using promoter libraries to reduce metabolic burden due to plasmid-encoded proteins in recombinant Escherichia coli.;2016;Escherichia coli;Dcw;{'AU': 'Positive', 'glyA': 'Other,Negative,Positive', 'lac': 'Negative', 'lacI': 'Negative,Positive', 'bla': 'Negative', 'fucA': 'Positive', 'SHMT': 'Positive'}
26337416;Engineered synthesis of rosmarinic acid in Escherichia coli resulting production of a new intermediate, caffeoyl-phenyllactate.;2016;Escherichia coli;Rosmarinate;
26339641;Heterologous Reconstitution of Omega-3 Polyunsaturated Fatty Acids in Arabidopsis.;2015;Glycine max,Phaeodactylum tricornutum,Agrobacterium tumefaciens;Docosapenacid,Docosatetacid;{'GLA': 'Positive'}
26341212;Autoinduction Specificities of the Lantibiotics Subtilin and Nisin.;2015;Lactococcus lactis,Bacillus subtilis;Lantibiotic,Nisin,Antibiotics;{'spaS': 'Other,Positive', 'gusA': 'Negative', 'lac': 'Other'}
